"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: density","Param: size"
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,212360.359005,142.844668,"ops/s",0.5,16
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,125583.061700,3290.140595,"ops/s",0.5,32
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,132295.381244,144.229940,"ops/s",0.5,64
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,132157.607146,120.092878,"ops/s",0.5,128
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,132367.256206,147.616971,"ops/s",0.5,256
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,131806.758871,637.891099,"ops/s",0.5,512
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,84498.038491,365.890459,"ops/s",0.5,1024
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,83441.608582,393.678898,"ops/s",0.5,2048
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,80581.311717,611.506558,"ops/s",0.5,4096
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,80479.798836,624.080146,"ops/s",0.5,8192
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,76312.242005,1407.875331,"ops/s",0.5,16384
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,48527.386425,301.762344,"ops/s",0.5,32768
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,47709.014882,199.165205,"ops/s",0.5,65536
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,47241.220708,223.732520,"ops/s",0.5,131072
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,46187.389727,374.430912,"ops/s",0.5,262144
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,45843.665282,427.051887,"ops/s",0.5,524288
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,35573.418522,111.757978,"ops/s",0.5,1048576
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,34846.681094,183.012789,"ops/s",0.5,2097152
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,34035.153762,189.005476,"ops/s",0.5,4194304
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,33703.290480,157.661705,"ops/s",0.5,8388608
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,33225.079232,220.501585,"ops/s",0.5,16777316
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,273121.985195,80.809369,"ops/s",0.5,1
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,273151.369396,89.304216,"ops/s",0.5,2
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,273117.232531,153.854960,"ops/s",0.5,4
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,273077.451455,107.306888,"ops/s",0.5,8
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,272896.631594,235.839189,"ops/s",0.5,16
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,197087.992247,4211.371252,"ops/s",0.5,32
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,171762.602966,654.245347,"ops/s",0.5,64
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,182052.287116,1082.308213,"ops/s",0.5,128
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,183499.638051,164.997150,"ops/s",0.5,256
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,183614.097985,323.243732,"ops/s",0.5,512
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,108563.284091,495.249472,"ops/s",0.5,1024
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,107767.631715,462.083185,"ops/s",0.5,2048
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,107189.395854,843.267062,"ops/s",0.5,4096
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,106578.746475,462.205381,"ops/s",0.5,8192
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,105036.030952,985.151261,"ops/s",0.5,16384
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,46439.001668,86.357441,"ops/s",0.5,32768
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,52917.477986,181.630635,"ops/s",0.5,65536
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,55032.928030,430.484423,"ops/s",0.5,131072
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,55723.888977,760.293241,"ops/s",0.5,262144
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,56083.326885,341.794430,"ops/s",0.5,524288
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,38961.006247,769.792166,"ops/s",0.5,1048576
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,37282.077999,133.748740,"ops/s",0.5,2097152
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,38418.218633,154.244906,"ops/s",0.5,4194304
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,38941.464130,180.246369,"ops/s",0.5,8388608
"thrive.BenchmarkGet_IntHamt32Kotlin.missingGetIntHamt32Kotlin","thrpt",1,60,39444.166136,125.551720,"ops/s",0.5,16777316
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,193112.014695,1005.766977,"ops/s",0.5,1
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,193147.975121,289.742147,"ops/s",0.5,2
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,193407.129535,77.075532,"ops/s",0.5,4
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,178279.352961,12239.715573,"ops/s",0.5,8
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,193200.084324,355.982290,"ops/s",0.5,16
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,193147.344894,308.178064,"ops/s",0.5,32
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,132001.966443,232.756373,"ops/s",0.5,64
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,131844.049038,639.356141,"ops/s",0.5,128
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,131545.778367,851.445795,"ops/s",0.5,256
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,131525.175190,691.824399,"ops/s",0.5,512
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,131587.761013,279.621605,"ops/s",0.5,1024
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,124193.293589,1842.663383,"ops/s",0.5,2048
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,69666.288643,295.972558,"ops/s",0.5,4096
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,68037.615204,552.174846,"ops/s",0.5,8192
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,68092.157375,554.790970,"ops/s",0.5,16384
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,66914.875088,665.286610,"ops/s",0.5,32768
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,66577.936071,528.322083,"ops/s",0.5,65536
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,65822.272179,550.921456,"ops/s",0.5,131072
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,44949.637116,181.604189,"ops/s",0.5,262144
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,42662.885124,455.494022,"ops/s",0.5,524288
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,43167.077394,186.383744,"ops/s",0.5,1048576
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,41279.926590,164.892356,"ops/s",0.5,2097152
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,41293.739313,168.399240,"ops/s",0.5,4194304
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,40259.651774,144.088782,"ops/s",0.5,8388608
"thrive.BenchmarkGet_IntHamt64Java.hittingGetIntHamt64Java","thrpt",1,60,29505.923600,183.975600,"ops/s",0.5,16777316
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,241631.663251,60.472583,"ops/s",0.5,1
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,241657.526200,91.482501,"ops/s",0.5,2
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,241646.485717,69.742287,"ops/s",0.5,4
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,241697.935519,96.466201,"ops/s",0.5,8
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,241661.508523,84.902193,"ops/s",0.5,16
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,241686.649163,81.034436,"ops/s",0.5,32
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,201840.868198,3313.826165,"ops/s",0.5,64
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,178983.539678,444.441638,"ops/s",0.5,128
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,188974.054021,550.762322,"ops/s",0.5,256
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,189611.608335,1543.975401,"ops/s",0.5,512
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,185910.698311,3161.323315,"ops/s",0.5,1024
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,173008.702746,7430.493796,"ops/s",0.5,2048
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,83123.870714,801.682772,"ops/s",0.5,4096
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,83930.724253,554.972681,"ops/s",0.5,8192
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,83823.902604,1194.029882,"ops/s",0.5,16384
"thrive.BenchmarkGet_IntHamt64Java.missingGetIntHamt64Java","thrpt",1,60,91866.446749,433.703687,"ops/s",0.5,32768
