"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: density","Param: size"
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,13787.076199,1007.284737,"ops/s",0.25,262144
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,9495.317524,575.280637,"ops/s",0.25,524288
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,8882.192506,559.434533,"ops/s",0.25,1048576
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,8090.013582,506.885844,"ops/s",0.25,2097152
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,7909.033615,409.389302,"ops/s",0.25,4194304
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,6725.410611,398.149569,"ops/s",0.25,8388608
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,5259.081252,278.707733,"ops/s",0.25,16777316
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,75613.005917,4826.521771,"ops/s",0.5,1
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,76023.594692,4429.567332,"ops/s",0.5,2
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,75214.497737,4347.404900,"ops/s",0.5,4
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,76458.300180,4575.652811,"ops/s",0.5,8
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,75125.978009,4736.554177,"ops/s",0.5,16
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,50662.722655,3078.926585,"ops/s",0.5,32
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,49561.599817,3233.297212,"ops/s",0.5,64
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,51166.729838,2947.211592,"ops/s",0.5,128
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,50524.991844,3169.797218,"ops/s",0.5,256
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,51615.763159,3114.983712,"ops/s",0.5,512
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,32151.371071,1883.770563,"ops/s",0.5,1024
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,31515.198074,1925.575708,"ops/s",0.5,2048
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,31306.520574,1883.598912,"ops/s",0.5,4096
"thrive.BenchmarkGet_RadixBalancedTree.hittingGetRadixBalancedTree","thrpt",1,60,30200.097669,1829.634566,"ops/s",0.5,8192
